X,Y,kind
-1.801220044533844,0.8548604299805639,crop
-1.8184294424977676,1.0167649519295012,crop
-1.8267405807166601,1.15999163576789,crop
-1.7938368153441124,1.3638772990159418,crop
-1.803324910865857,1.4907197672674006,crop
-1.8024323663542707,1.6544561155247437,crop
-1.8071649607709592,1.7850179392576906,crop
-1.8077065374588417,1.953901103778469,crop
-1.807256527400267,2.1065240754317895,crop
-1.8025869966714063,2.263931246895432,crop
-1.8267685630925887,2.4148167452768754,crop
-1.8235352718977114,2.5570889677090425,crop
-1.812439479407516,2.7270006228386916,crop
-1.8184416380053006,2.8715786663486473,crop
-1.7938244433939583,3.0161965226156497,crop
-1.7910882667582584,3.1539507851814848,crop
-1.8185108298698955,3.364380278148247,crop
-1.8111667480801792,3.4897245088062516,crop
-1.8059546222481588,3.6499919835518786,crop
-1.8154321937828375,3.8564172997314583,crop
-1.8062190528743611,4.02177400081065,crop
-1.8003920686011194,4.211904225599744,crop
-1.7984890291266362,4.368513991171648,crop
-1.8121490444697854,4.561031273660662,crop
-1.811026029742258,4.719591952031765,crop
-1.809522045352973,4.896399695332439,crop
-1.8160827008296727,5.054366842179149,crop
-1.7993750232638368,5.180943780153578,crop
-1.8091624219522906,5.32951979674673,crop
-1.7970345599057689,5.47906581697411,crop
-1.8146437019696962,5.611212552759113,crop
-1.7909382264876605,5.826083742386977,crop
-1.82489887955401,5.99710237220255,crop
-1.8115181296494198,6.159626104490268,crop
-1.822084475221186,6.3031092995620135,crop
-1.7999276544732545,6.441217579027139,crop
-1.793919868742335,6.611552745058294,crop
-1.8044469182839555,6.744601998820556,crop
-1.797708507920836,6.910625076887515,crop
-1.8111864659400776,7.098497930898747,crop
-1.7973804332197063,7.257220492404697,crop
-1.802797372072775,7.404340242032124,crop
-1.8120841162281383,7.567284367160974,crop
-0.6129327072692291,-7.55970616241466,crop
-0.6255871358243698,-7.430196178271978,crop
-0.619766525264896,-7.270632485461082,crop
-0.6129365922476818,-7.116157728283954,crop
-0.6166509230329748,-6.96931765226392,crop
-0.6038603792135612,-6.795490131190061,crop
-0.6254115854535481,-6.605861478633351,crop
-0.6225716305585217,-6.474749739786892,crop
-0.6274454751090958,-6.313133865004838,crop
-0.6246316056513787,-6.157109088318442,crop
-0.6050640479197519,-5.96166517676773,crop
-0.5907896550284396,-5.81359440132724,crop
-0.6123488210030591,-5.6381748062559875,crop
-0.5993570211536013,-5.50512526065252,crop
-0.6189312513942448,-5.329969144736995,crop
-0.615975822435341,-5.127824413894054,crop
-0.6147020943275084,-4.980887493905257,crop
-0.6147504203791284,-4.813776842648117,crop
-0.627292601352642,-4.683786559202076,crop
-0.5987391018085672,-4.537429228882505,crop
-0.5992509981404371,-4.391476210378315,crop
-0.6189339805854829,-4.211739488033071,crop
-0.6286480382438003,-4.0591613226654335,crop
-0.6196586647508356,-3.9239695532507417,crop
-0.6084842591394136,-3.7074678421755234,crop
-0.6207760746061942,-3.565227586471957,crop
-0.5974477393591701,-3.4268828012411725,crop
-0.6155941973552733,-3.287300617100541,crop
-0.6271025796977642,-3.141137234185113,crop
-0.6084992056586392,-2.9890307550578954,crop
-0.603462083735041,-2.856670917085951,crop
-0.5969230383808096,-2.700069362650241,crop
-0.6039556852494804,-2.5135935663627875,crop
-0.6064151354027912,-2.348342183085387,crop
-0.6101314682868705,-2.220287771031605,crop
-0.5932086169791956,-2.067629619717106,crop
-0.5996224200504955,-1.9367975166436922,crop
-0.593775159016333,-1.7592238039838333,crop
-0.6222611614964743,-1.6352340214920704,crop
-0.624603266944686,-1.4455888024231984,crop
-0.6164842498563926,-1.2875721868657197,crop
-0.6017579269545158,-1.1317201182516858,crop
-0.5909636771681354,-0.9635828357025803,crop
-0.6113736433483729,-0.7957975877833118,crop
-0.6142428752042776,-0.662134728785771,crop
-0.5971003282035322,-0.4726401062069986,crop
-0.5923787031712132,-0.33072393356826935,crop
-0.6206167422157819,-0.1982864567419572,crop
-0.6094194154482254,-0.024810395091156325,crop
-0.6114816148227881,0.09941729502806532,crop
-0.5916596805422386,0.25773212408692225,crop
-0.60955571017147,0.42023578883623036,crop
-0.5992053395201654,0.5291805957735963,crop
-0.6288469498457111,0.6976557155398687,crop
-0.6121440628149545,0.8526741062152524,crop
-0.6280712299476267,1.0219508131381159,crop
-0.6103585093711107,1.1283241170884772,crop
-0.6141696690652912,1.3104947862778595,crop
-0.6288657400161094,1.4476615107612596,crop
-0.6185856154338202,1.6325012396111043,crop
-0.6300375815803664,1.8010649126100025,crop
-0.6269514385672231,1.9376900827595933,crop
-0.6085757739388288,2.104665273867385,crop
-0.5979277414615028,2.2604514784083176,crop
-0.5930403761202344,2.4064236211812635,crop
-0.6248713272324332,2.597663454460959,crop
-0.6069873081157283,2.7433119484512134,crop
-0.5988577792917779,2.909230792899717,crop
-0.6251923695170968,3.071897515696835,crop
-0.6041967188489216,3.2074992533613966,crop
-0.604553173428045,3.3764765902928215,crop
-0.6258839691202404,3.5223860039952357,crop
-0.6279735433366894,3.645309205208472,crop
-0.5942099950250167,3.8326292244106406,crop
-0.6183264148450102,3.955128350440838,crop
-0.6254617023543977,4.116590910358948,crop
-0.617408183033103,4.30977422849816,crop
-0.6178195510862455,4.469934623164965,crop
-0.6166763809415009,4.5939373479087635,crop
-0.610792931380251,4.793780734752799,crop
-0.6166257745174352,4.944313021979664,crop
-0.5948239752312571,5.136254961312728,crop
-0.6016072745030673,5.242285928079962,crop
-0.6025213345533454,5.445245873487645,crop
-0.5967201557454499,5.581303746326116,crop
-0.6230713612277371,5.760967054383386,crop
-0.6113210958278602,5.898037986970355,crop
-0.6233437884698158,6.0596327694603875,crop
-0.6087357398375172,6.196515957320715,crop
-0.6215790813412502,6.385048484415563,crop
-0.628788549015986,6.508369695678324,crop
-0.5909975561533792,6.693115747256169,crop
-0.6027346036285312,6.81443348375733,crop
-0.6258463777322446,6.982630225683421,crop
-0.5979533178224307,7.169994669984616,crop
-0.6057937281083728,7.3159231231020065,crop
-0.6033883294509949,7.489632379613541,crop
0.5792245477926007,-7.602132715857629,crop
0.5883431759901693,-7.471208562412994,crop
0.5812907780272903,-7.282553760082363,crop
0.5932359557851471,-7.136326203850735,crop
0.5872280101754931,-6.9522109093311935,crop
0.5744715362479088,-6.758434351045247,crop
0.6054227157981004,-6.597186447009037,crop
0.5831309771239962,-6.45752391847533,crop
0.6051318091215167,-6.31384766131909,crop
0.6037249310358496,-6.168088941471471,crop
0.573199416368981,-5.991226596600341,crop
0.5852522480440908,-5.806595734186031,crop
0.5796576344658041,-5.6697166617225925,crop
0.5723495920619693,-5.523519739993094,crop
0.5765394299791883,-5.3538752873282665,crop
0.6083365630394756,-5.227650345345713,crop
0.5879432213044163,-5.084431408225287,crop
0.6060547659997618,-4.893962217395822,crop
0.585174977587629,-4.749987405570188,crop
0.5724409840571872,-4.553208496048171,crop
0.600777497176675,-4.422284040494652,crop
0.5854545144680895,-4.270881588093335,crop
0.5785355367286776,-4.1118177756181,crop
0.5871869510709377,-3.956702911356708,crop
0.5977115626031085,-3.8062349868349963,crop
0.6078827563784125,-3.615232488977217,crop
0.582406426511943,-3.433333749748471,crop
0.5863460145589295,-3.2664126513200213,crop
0.6040418932411181,-3.100361466538685,crop
0.5947384861413766,-2.9538148102847432,crop
0.5893215112506064,-2.8250666497858252,crop
0.5946003768889928,-2.619309817805074,crop
0.5874129157785558,-2.46811584509253,crop
0.5868962523258722,-2.297678852495547,crop
0.5838129296265856,-2.1659114755952085,crop
0.5947630240257605,-1.9864476108482303,crop
0.5961765692848543,-1.777293846075119,crop
0.5942623557227812,-1.6551245011118003,crop
0.5725793653351899,-1.5154115836629871,crop
0.5918833984012731,-1.3245219909773334,crop
0.6061883607255402,-1.1355818582411632,crop
0.5856928558487923,-0.9596132937946275,crop
0.6047929205548846,-0.7959781351574128,crop
0.6053109161306819,-0.6231490736744908,crop
0.6029049431829395,-0.4513992842445088,crop
0.5935978157263034,-0.31722443175676107,crop
0.6050124584113054,-0.14122765938898282,crop
0.5781280605561229,-0.021240849437464605,crop
0.5797169304217885,0.145311765247801,crop
0.5856954198063679,0.3189108649337825,crop
0.5799982133448626,0.47242699905154273,crop
0.5743900556829519,0.6561240142587937,crop
0.5733323803947746,0.7938211664903306,crop
0.5783948384124306,0.9466709747662548,crop
0.5936845699838825,1.1153644304278534,crop
0.6055771374024613,1.292527341517847,crop
0.5810561733199476,1.464372424780008,crop
0.5743052474443254,1.611285810147724,crop
0.5988741267574526,1.8060934593097184,crop
0.5816123289798348,1.9756155521678829,crop
0.5895198872791944,2.117065813486232,crop
0.593387949581954,2.2587830267465994,crop
0.5797360139058415,2.399262182404087,crop
0.5893851365576551,2.594067517937065,crop
0.5838777864600743,2.777511946063982,crop
0.6078406160017856,2.941440303641761,crop
0.6048226979693748,3.140073651523885,crop
0.5846581635664837,3.2644062914837737,crop
0.5962480624038632,3.4077507842858688,crop
0.5870788261583929,3.54923315193444,crop
0.5772730805358567,3.723594972623357,crop
0.5962990043171873,3.893756889642074,crop
0.5759786055350312,4.042271347494022,crop
0.5898471026858428,4.188190866188538,crop
0.5730000672573287,4.349746055003584,crop
0.5849394636121673,4.498409886166806,crop
0.5884531860645087,4.658937934372531,crop
0.5958650682009333,4.821339353115944,crop
0.595725417616432,5.007265345650312,crop
0.5921061694168591,5.154847885343251,crop
0.6050968654500696,5.3120515640257615,crop
0.6092702098077801,5.461811822079721,crop
0.6095456638066349,5.647891002310441,crop
0.5793419710995918,5.788564501478932,crop
0.5989752027274645,5.9418146529303435,crop
0.5734035883513268,6.106155442334735,crop
0.5781035834682277,6.2737507466936915,crop
0.5902715450925028,6.399636917031877,crop
0.5976181633780048,6.5909183900908435,crop
0.5904692659181016,6.755429535381335,crop
0.5866013332004775,6.923846122099539,crop
0.6005763534240606,7.059031405584328,crop
0.578247062183369,7.225563229063205,crop
0.5807929412672409,7.372848863970363,crop
0.5791972208945301,7.586068667238457,crop
1.7881471557763897,-7.605795229738458,crop
1.782797066776589,-7.437190768515684,crop
1.7913512184236937,-7.298012998968424,crop
1.7832216342718332,-7.1250725997379885,crop
1.7702259685095225,-6.949703275682392,crop
1.7958440774981768,-6.835290537866287,crop
1.7828789336381818,-6.648484608822003,crop
1.784357724579926,-6.477069198462221,crop
1.7709860528421963,-6.303900650519938,crop
1.7794494154472915,-6.168056980131324,crop
1.779326814494558,-6.015267691537926,crop
1.8094680352710955,-5.863130569674179,crop
1.8003071705728908,-5.71154813518535,crop
1.7957046560784364,-5.549184869729983,crop
1.7931214739589307,-5.392804263816768,crop
1.7965218140845234,-5.250015566920111,crop
1.7919228728171623,-5.1047042956448365,crop
1.7933652643350484,-4.9600445670871345,crop
1.7917857116543672,-4.7848446697848965,crop
1.7767438223463123,-4.675286661049702,crop
1.7922285498947657,-4.515380633289626,crop
1.7848617948077485,-4.367735562241638,crop
1.7896246965547469,-4.1835714735769205,crop
1.804516074295085,-3.997500287419627,crop
1.7972270637483139,-3.8612190266215096,crop
1.8042129262226088,-3.677995081904351,crop
1.7809658364910124,-3.5095210191932176,crop
1.7839726152704005,-3.3646252203484415,crop
1.7924610317638023,-3.183333609289287,crop
1.7740446465553614,-3.0274332548026126,crop
1.7736995086833847,-2.8809154176731346,crop
1.7716966472184226,-2.7485885923833497,crop
1.7918578204555302,-2.551803765283936,crop
1.7778252920367004,-2.385637995260915,crop
1.8097449719589915,-2.2113782939146573,crop
1.7910625650630305,-2.063306044047485,crop
1.7756863275963213,-1.9000003888961579,crop
1.7729257013486992,-1.7623343441261325,crop
1.7842717405986075,-1.6121206352736919,crop
1.7965148330111405,-1.442744743992265,crop
1.779878494819059,-1.2446389462931164,crop
1.7921559083746474,-1.1026530922173312,crop
1.7854929620185402,-0.9315115278271172,crop
1.7791328306448573,-0.7764125801004221,crop
1.7975189455570286,-0.6454889787036425,crop
1.7966232059639335,-0.48836334490256184,crop
1.8074868978107281,-0.3122955486366982,crop
1.796837972405844,-0.156626371088414,crop
1.8075673291014296,0.01350240254577031,crop
1.7783138331893336,0.17301708494960746,crop
1.7740650459497174,0.36174931027959845,crop
1.785453038125331,0.5068074746713321,crop
1.7829655263286173,0.6735912628569526,crop
1.7896641986169632,0.8038816247258292,crop
1.7976344767458,0.9694173147292492,crop
1.7764565738097293,1.1802106772487346,crop
1.7844698651298223,1.3055407808034567,crop
1.7871966150437861,1.4780402318608332,crop
1.8052907210950042,1.6316678351690705,crop
1.791722455995686,1.7636426462921322,crop
1.8025460649159928,1.9209414473393314,crop
1.8065746915558705,2.084752393099189,crop
1.8004896633688408,2.205208178440707,crop
1.7775150702396625,2.4228066670819026,crop
1.8032819815267402,2.5981803397973846,crop
1.7833379147210133,2.7919635389970137,crop
1.7983617382442467,2.918981103068948,crop
1.7832927039211814,3.1161580250715315,crop
1.796428937766643,3.240000323526641,crop
1.7974645303372985,3.423103672587948,crop
1.7713162629473416,3.583124472946022,crop
1.8046672861503754,3.748336905290835,crop
1.7980757065980406,3.9261509067447826,crop
1.800334399207381,4.073454093170634,crop
1.8095618013462536,4.229163092956574,crop
1.7809498032742372,4.411672233234869,crop
1.7997897514370786,4.581915276244169,crop
1.7947612961316064,4.728045768550688,crop
1.7903030202202188,4.9278735019517015,crop
1.7801202958042992,5.054941688977458,crop
1.7759675267520618,5.228696437614104,crop
1.7770559779051196,5.409893374795466,crop
1.8021749674523864,5.57462564241615,crop
1.7977309860295703,5.731138392500657,crop
1.7987391599130473,5.910423448732113,crop
1.8010267527239463,6.102735042877743,crop
1.7910521790886669,6.250112185854043,crop
1.7952929191546534,6.407045875525151,crop
1.7891300076612262,6.570542592951838,crop
1.7737092019918477,6.760155305704574,crop
1.7821797756246351,6.900540658744662,crop
1.79646756334537,7.0935382341381334,crop
1.806166751391267,7.238970463834164,crop
1.8051076051845254,7.393095948262369,crop
1.7981304447645832,7.555991535249669,crop
